dataset,Chlorophyll_Sensor,Citation,Depth,ENA_BASE_COUNT,ENA_CHECKLIST,ENA_FASTQ_FILES,ENA_SAMPLE,ENA_SAMPLE_BASE_COUNT,ENA_SAMPLE_SPOT_COUNT,ENA_SPOT_COUNT,ENA_STUDY,ENA_SUBMISSION,Environment__Biome_,Environment__Feature_,Environment__Material_,Environmental_Package,Event_Date_Time_End,Event_Date_Time_Start,Event_Label,Further_Details,Last_Update_Date,Latitude_End,Latitude_Start,Longitude_End,Longitude_Start,Marine_Region,Nitrate_Sensor,Oxygen_Sensor,Project_Name,Protocol_Label,Salinity_Sensor,Sample_Collection_Device,Sample_Status,Sampling_Campaign,Sampling_Platform,Station,Size_Fraction_Lower_Threshold,Size_Fraction_Upper_Threshold,Temperature,Region,fraction
ERR599065,0.737378,tbd,30,21195486912,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599065,ERS492177,33668150190,170004329,107170154,ERP001736,ERA357871,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-05-12T23:30,2011-05-12T22:15,TARA_20110512T2215Z_109_EVENT_PUMP,tbd,2014-05-01Z,2.0663,2.0299,-84.5304,-84.55459999999998,"""(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Cocos Islands (MRGID:21970)""",3.8866050000000003,203.127654,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,34.344808,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20110509Z,SV Tara,TARA_109,0.22,3.0,26.532035,SPO,BACT
ERR599064,0.387495,tbd,5,27446848797,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599064,ERS491421,27446848797,137491742,137491742,ERP001736,ERA357871,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-03-12T14:45,2011-03-12T11:34,TARA_20110312T1134Z_093_EVENT_PUMP,tbd,2014-05-01Z,-33.8785,-34.0614,-73.0369,-73.1066,"""(search radius=5 degrees) Marine Ecoregion:Central Chile (MRGID:22007), Marine Ecoregion:Araucanian (MRGID:22009)""",-1.485075,244.86166699999998,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-3,34.295417,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20110311Z,SV Tara,TARA_093,0.22,3.0,18.014508,SPO,BACT
ERR599063,0.287892,tbd,5,4861103472,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599063,ERS491836,37209214068,186567128,24329597,ERP001736,ERA357871,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-04-15T16:25,2011-04-15T12:45,TARA_20110415T1245Z_100_EVENT_PUMP,tbd,2014-05-01Z,-12.9488,-13.0023,-96.0293,-95.9759,n/a,4.590737,200.233917,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,35.835267,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20110401Z,SV Tara,TARA_100,0.22,3.0,25.2512,SPO,BACT
ERR599062,0.005649,tbd,600,33471187109,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599062,ERS488769,39280959483,199402109,170126485,ERP001736,ERA357871,marine biome (ENVO:00000447),mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-03-13T14:25,2010-03-12T17:08:47,TARA_20100313T0507Z_037_Combined-EVENTS_CAST,tbd,2014-05-01Z,20.8188,20.8457,63.6158,63.5851,(search radius=5 degrees) Marine Ecoregion:Gulf of Oman (MRGID:4267),31.802451,1.63999,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,35.69354600000001,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,This version can be used to provide data discovery services,TARA_20100309Z,SV Tara,TARA_037,0.22,1.6,12.066048,IO,BACT
ERR599061,0.224444,tbd,80,5975766062,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599061,ERS488599,38952369772,197011370,29953054,ERP001736,ERA357871,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-01-11T15:20,2010-01-11T14:17,TARA_20100111T1417Z_032_EVENT_PUMP,tbd,2014-05-01Z,23.4217,23.4183,37.2517,37.245,"""(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Northern and Central Red Sea (MRGID:21919)""",1.201064,179.968,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-1.6,40.196433,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20100108Z,SV Tara,TARA_032,0.22,1.6,26.050367,RS,BACT
ERR599060,0.002017,tbd,450,8641195051,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599060,ERS493822,34453611016,173112857,43396387,ERP001736,ERA357871,marine biome (ENVO:00000447),mesopelagic zone (ENVO:00000213),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-12-12T01:53,2011-12-11T20:37:22,TARA_20111211T2040Z_138_Combined-EVENTS_CAST,tbd,2014-05-01Z,6.3929,6.3559,-103.0691,-103.0598,n/a,36.886053000000004,0.78015,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,34.608434,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,This version can be used to provide data discovery services,TARA_20111124Z,SV Tara,TARA_138,0.22,3.0,8.210556999999998,NPO,BACT
ERR599069,0.286662,tbd,5,9401988201,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599069,ERS492814,36775870162,184209882,47088422,ERP001736,ERA357871,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-08-04T22:00,2011-08-04T18:33,TARA_20110804T1833Z_124_EVENT_PUMP,tbd,2014-05-01Z,-9.1552,-9.1504,-140.5284,-140.5216,"""(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)""",5.1118559999999995,190.72400000000002,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,35.396729,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20110726Z,SV Tara,TARA_124,0.22,3.0,26.518985999999998,SPO,BACT
ERR599068,0.250054,tbd,5,7648358503,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599068,ERS490124,32170017470,160365680,36796981,ERP001736,ERA357871,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-07-15T14:47,2010-07-15T12:22,TARA_20100715T1222Z_066_EVENT_PUMP,tbd,2014-05-01Z,-34.8986,-34.9449,18.03,17.9189,(search radius=5 degrees) Marine Ecoregion:Agulhas Bank (MRGID:21806),2.450991,238.916333,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-3,35.32331700000001,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20100624Z,SV Tara,TARA_066,0.22,3.0,15.033492,SAO,BACT
ERR594378,0.180911,tbd,5,5627611449,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594378,ERS488448,11186255513,57573241,28993123,ERP003708,ERA356219,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2009-11-16T08:23,2009-11-16T08:16,TARA_20091116T0816Z_022_EVENT_PUMP,tbd,2014-05-01Z,39.8401,39.8386,17.4152,17.4155,"""(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Adriatic Sea (MRGID:3314), Marine Ecoregion:Ionian Sea (MRGID:3351)""",99999.0,220.927083,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,37.759667,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20091111Z,SV Tara,TARA_022,<,0.22,17.041483,MS,VIRUS
ERR594379,0.263939,tbd,100,9563729892,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594379,ERS490494,9563729892,48812251,48812251,ERP003708,ERA356219,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-10-05T15:42,2010-10-05T15:35,TARA_20101005T1535Z_072_EVENT_PUMP,tbd,2014-05-01Z,-8.700599999999998,-8.729599999999998,-17.991499999999995,-17.9604,n/a,0.241265,194.42843100000002,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,36.603343,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20101003Z,SV Tara,TARA_072,<,0.22,24.112672,SAO,VIRUS
ERR594374,0.16180799999999998,tbd,5,5557800782,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594374,ERS488813,11053756844,57024430,28696101,ERP003708,ERA356219,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-03-15T05:53,2010-03-15T03:35,TARA_20100315T0335Z_038_EVENT_PUMP,tbd,2014-05-01Z,19.0342,19.0393,64.5162,64.4913,n/a,0.889376,199.9355,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,36.617917,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20100309Z,SV Tara,TARA_038,<,0.22,26.2314,IO,VIRUS
ERR594375,0.201016,tbd,50,10130406202,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594375,ERS488518,10130406202,52556395,52556395,ERP003708,ERA356219,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2009-11-23T16:06,2009-11-23T13:52,TARA_20091123T1352Z_025_EVENT_PUMP,tbd,2014-05-01Z,39.3757,39.3991,19.4167,19.3997,"""(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Adriatic Sea (MRGID:3314), Marine Ecoregion:Ionian Sea (MRGID:3351)""",99999.0,229.54768199999998,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,38.475705,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20091122Z,SV Tara,TARA_025,<,0.22,15.161276999999998,MS,VIRUS
ERR594376,0.121909,tbd,5,7386668340,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594376,ERS489285,7386668340,38717821,38717821,ERP003708,ERA356219,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-04-15T05:28,2010-04-15T02:01,TARA_20100415T0201Z_046_EVENT_PUMP,tbd,2014-05-01Z,-0.6623,-0.6625,73.1611,73.161,(search radius=5 degrees) Marine Province:Central Indian Ocean Islands (MRGID:21774),0.477267,185.73316699999998,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,35.111283,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20100410Z,SV Tara,TARA_046,<,0.22,30.12565,IO,VIRUS
ERR594377,0.540091,tbd,90,8377454599,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594377,ERS491107,8377454599,44370368,44370368,ERP003708,ERA356219,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-01-06T21:17,2011-01-06T19:34:21,TARA_20110106T1936Z_085_Combined-EVENTS_CAST,tbd,2014-05-01Z,-62.2658,-62.2231,-49.1658,-49.2139,"""(search radius=5 degrees) Marine Province:Scotia Sea (MRGID:21742), Marine Ecoregion:South Orkney Islands (MRGID:21928)""",33.109231,325.402987,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,34.319478000000004,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,This version can be used to provide data discovery services,TARA_20101231Z,SV Tara,TARA_085,<,0.22,-0.78154,SO,VIRUS
ERR594370,0.186697,tbd,5,6225406421,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594370,ERS488673,11862752399,61395078,32371543,ERP003708,ERA356219,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-01-20T08:30,2010-01-20T04:27,TARA_20100120T0427Z_034_EVENT_PUMP,tbd,2014-05-01Z,18.4017,18.3967,39.855,39.875,"""(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Southern Red Sea (MRGID:21918)""",-0.9270870000000002,184.06116699999998,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,38.646858,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20100108Z,SV Tara,TARA_034,<,0.22,27.59865,RS,VIRUS
ERR594371,0.47553999999999996,tbd,60,3033654137,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594371,ERS489084,17888144262,100024473,16959376,ERP003708,ERA356219,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-03-30T12:20,2010-03-30T10:56,TARA_20100330T1056Z_041_EVENT_PUMP,tbd,2014-05-01Z,14.5375,14.5536,70.0244,70.0128,(search radius=5 degrees) Marine Province:West and South Indian Shelf (MRGID:21777),-0.224514,148.328125,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,36.496162,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20100327Z,SV Tara,TARA_041,<,0.22,27.117663,IO,VIRUS
ERR594372,0.47553999999999996,tbd,60,3487457129,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594372,ERS489084,17888144262,100024473,19790445,ERP003708,ERA356219,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-03-30T12:20,2010-03-30T10:56,TARA_20100330T1056Z_041_EVENT_PUMP,tbd,2014-05-01Z,14.5375,14.5536,70.0244,70.0128,(search radius=5 degrees) Marine Province:West and South Indian Shelf (MRGID:21777),-0.224514,148.328125,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,36.496162,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20100327Z,SV Tara,TARA_041,<,0.22,27.117663,IO,VIRUS
ERR594373,0.47553999999999996,tbd,60,3112241448,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594373,ERS489084,17888144262,100024473,17859407,ERP003708,ERA356219,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-03-30T12:20,2010-03-30T10:56,TARA_20100330T1056Z_041_EVENT_PUMP,tbd,2014-05-01Z,14.5375,14.5536,70.0244,70.0128,(search radius=5 degrees) Marine Province:West and South Indian Shelf (MRGID:21777),-0.224514,148.328125,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,36.496162,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20100327Z,SV Tara,TARA_041,<,0.22,27.117663,IO,VIRUS
ERR594319,0.051637999999999996,tbd,150,32559529869,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594319,ERS492783,32559529869,164864186,164864186,ERP001737,ERA356217,marine biome (ENVO:00000447),marine epipelagic mixed layer (ENVO:xxxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-08-02T00:37,2011-08-01T17:52:45,TARA_20110801T1755Z_123_Combined-EVENTS_CAST,tbd,2014-05-01Z,-8.896,-8.9109,-140.2861,-140.2845,"""(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)""",5.023264,161.3185,Tara Oceans expedition (2009-2013),GIRUS_NUC-dry_W0.45-0.8,35.88072000000001,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,This version can be used to provide data discovery services,TARA_20110726Z,SV Tara,TARA_123,0.45,0.8,22.1151,SPO,GIRUS
ERR599364,0.065273,tbd,5,10974064619,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599364,ERS491063,10974064619,57911338,57911338,ERP003708,ERA357908,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-01-06T12:30,2011-01-06T10:38,TARA_20110106T1038Z_085_EVENT_PUMP,tbd,2014-05-01Z,-62.1363,-62.0385,-49.3331,-49.528999999999996,"""(search radius=5 degrees) Marine Province:Scotia Sea (MRGID:21742), Marine Ecoregion:South Orkney Islands (MRGID:21928)""",27.501159,343.4373,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,34.35388,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20101231Z,SV Tara,TARA_085,<,0.22,0.67108,SO,VIRUS
ERR599367,0.127609,tbd,120,7520937649,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599367,ERS492877,7520937649,38333263,38333263,ERP003708,ERA357908,marine biome (ENVO:00000447),marine epipelagic mixed layer (ENVO:xxxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-08-05T22:18,2011-08-05T17:31:19,TARA_20110805T1733Z_124_Combined-EVENTS_CAST,tbd,2014-05-01Z,-9.067,-9.0714,-140.6346,-140.5973,"""(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)""",4.458677,175.895625,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,35.797875,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,This version can be used to provide data discovery services,TARA_20110726Z,SV Tara,TARA_124,<,0.22,25.221787,SPO,VIRUS
ERR599368,0.0,tbd,350,8671626732,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599368,ERS492399,8671626732,45225586,45225586,ERP003708,ERA357908,marine biome (ENVO:00000447),mesopelagic zone (ENVO:00000213),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-06-01T21:46,2011-06-01T16:00:59,TARA_20110601T1603Z_111_Combined-EVENTS_CAST,tbd,2014-05-01Z,-16.9727,-16.9486,-100.6633,-100.6715,n/a,30.409013,3.171063,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,34.698369,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,This version can be used to provide data discovery services,TARA_20110520Z,SV Tara,TARA_111,<,0.22,10.893125,SPO,VIRUS
ERR599369,0.37854899999999997,tbd,90,9980811786,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599369,ERS492376,9980811786,51422656,51422656,ERP003708,ERA357908,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-05-31T23:10,2011-05-31T20:28:10,TARA_20110531T2030Z_111_Combined-EVENTS_CAST,tbd,2014-05-01Z,-16.9687,-16.9587,-100.7324,-100.6751,n/a,1.411516,211.54555,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,35.687249,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,This version can be used to provide data discovery services,TARA_20110520Z,SV Tara,TARA_111,<,0.22,19.881449,SPO,VIRUS
ERR599070,99999.0,tbd,40,9618798410,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599070,ERS493670,38426096650,192535521,48178486,ERP001736,ERA357871,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-12-02T22:01,2011-12-02T20:42,TARA_20111202T2042Z_137_EVENT_PUMP,tbd,2014-05-01Z,14.2016,14.2075,-116.696,-116.6468,(search radius=5 degrees) Marine Ecoregion:Revillagigedos (MRGID:21973),99999.0,99999.0,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,99999.0,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20111124Z,SV Tara,TARA_137,0.22,3.0,99999.0,NPO,BACT
ERR594313,1.551493,tbd,5,35192528678,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594313,ERS490192,35192528678,174220439,174220439,ERP001737,ERA356217,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-09-07T07:44,2010-09-07T06:19,TARA_20100907T0619Z_067_EVENT_PUMP,tbd,2014-05-01Z,-32.1,-32.2401,17.7,17.7103,"""(search radius=5 degrees) Marine Ecoregion:Agulhas Bank (MRGID:21806), Marine Ecoregion:Namaqua (MRGID:21832)""",0.405607,249.351417,Tara Oceans expedition (2009-2013),GIRUS_NUC-dry_W0.22-0.45,34.845292,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20100905Z,SV Tara,TARA_067,0.22,0.45,12.83445,SAO,GIRUS
ERR599072,0.0,tbd,696,29845328495,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599072,ERS492471,29845328495,151587433,151587433,ERP001736,ERA357871,marine biome (ENVO:00000447),mesopelagic zone (ENVO:00000213),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-06-16T02:45,2011-06-15T18:43:16,TARA_20110615T1845Z_112_Combined-EVENTS_CAST,tbd,2014-05-01Z,-23.1719,-23.2232,-129.6713,-129.5986,(search radius=5 degrees) Marine Ecoregion:Rapa-Pitcairn (MRGID:21942),29.181849,199.248437,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-3,34.305001000000004,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,This version can be used to provide data discovery services,TARA_20110520Z,SV Tara,TARA_112,0.22,3.0,5.791448,SPO,BACT
ERR599073,0.132494,tbd,60,6883254794,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599073,ERS488346,40611660735,204010591,34674548,ERP001736,ERA357871,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2009-11-02T15:56,2009-11-02T14:07,TARA_20091102T1407Z_018_EVENT_PUMP,tbd,2014-05-01Z,35.75930000000001,35.7528,14.3453,14.2765,"""(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Tunisian Plateau/Gulf of Sidra (MRGID:21898), Marine Ecoregion:Ionian Sea (MRGID:3351)""",99999.0,237.8893,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-1.6,37.89241,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20091031Z,SV Tara,TARA_018,0.22,1.6,18.368389999999998,MS,BACT
ERR599074,0.020173,tbd,5,36840824901,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599074,ERS489043,43471198397,220252033,187133430,ERP001736,ERA357871,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-03-30T05:40,2010-03-30T02:47,TARA_20100330T0247Z_041_EVENT_PUMP,tbd,2014-05-01Z,14.5,14.6059,70.0,69.9776,(search radius=5 degrees) Marine Province:West and South Indian Shelf (MRGID:21777),-1.343153,187.42925,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,36.02488300000001,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20100327Z,SV Tara,TARA_041,0.22,1.6,29.089367,IO,BACT
ERR599075,0.006723999999999999,tbd,5,32434350835,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599075,ERS489087,39318797748,200861532,164425550,ERP001736,ERA357871,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-04-04T06:33,2010-04-04T02:47,TARA_20100404T0247Z_042_EVENT_PUMP,tbd,2014-05-01Z,6.0124,6.0001,73.8985,73.8955,"""(search radius=5 degrees) Marine Province:Central Indian Ocean Islands (MRGID:21774), Marine Ecoregion:Maldives (MRGID:21835)""",-1.47882,189.25475,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-1.6,34.56155,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20100327Z,SV Tara,TARA_042,0.22,1.6,29.980283,IO,BACT
ERR594314,0.0,tbd,5,18314899640,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594314,ERS489324,18314899640,90667820,90667820,ERP001737,ERA356217,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-04-19T10:59,2010-04-19T07:56,TARA_20100419T0756Z_048_EVENT_PUMP,tbd,2014-05-01Z,-9.4112,-9.3921,66.3281,66.4228,n/a,-2.201764,187.2575,Tara Oceans expedition (2009-2013),GIRUS_NUC-dry_W0.1-0.22,34.1689,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20100410Z,SV Tara,TARA_048,0.1,0.22,29.81823300000001,IO,GIRUS
